0.02,0.00405,0.00205,0.0001,100
0.022,0.00495,0.00205,0.0001,0
0.0222,0.00495,0.00215,0.0001,100
0.0242,0.00405,0.00215,0.0001,0
0.0244,0.00405,0.00225,0.0001,100
0.0264,0.00495,0.00225,0.0001,0
0.0266,0.00495,0.00235,0.0001,100
0.0286,0.00405,0.00235,0.0001,0
0.0288,0.00405,0.00245,0.0001,100
0.0308,0.00495,0.00245,0.0001,0
0.031,0.00495,0.00255,0.0001,100
0.033,0.00405,0.00255,0.0001,0
0.0332,0.00405,0.00265,0.0001,100
0.0352,0.00495,0.00265,0.0001,0
0.0354,0.00495,0.00275,0.0001,100
0.0374,0.00405,0.00275,0.0001,0
0.0376,0.00405,0.00285,0.0001,100
0.0396,0.00495,0.00285,0.0001,0
0.0398,0.00495,0.00295,0.0001,100
0.0418,0.00405,0.00295,0.0001,0
0.0418,0.00205,0.00405,0.0001,100
0.0438,0.00295,0.00405,0.0001,0
0.044,0.00295,0.00415,0.0001,100
0.046,0.00205,0.00415,0.0001,0
0.0462,0.00205,0.00425,0.0001,100
0.0482,0.00295,0.00425,0.0001,0
0.0484,0.00295,0.00435,0.0001,100
0.0504,0.00205,0.00435,0.0001,0
0.0506,0.00205,0.00445,0.0001,100
0.0526,0.00295,0.00445,0.0001,0
0.0528,0.00295,0.00455,0.0001,100
0.0548,0.00205,0.00455,0.0001,0
0.055,0.00205,0.00465,0.0001,100
0.057,0.00295,0.00465,0.0001,0
0.0572,0.00295,0.00475,0.0001,100
0.0592,0.00205,0.00475,0.0001,0
0.0594,0.00205,0.00485,0.0001,100
0.0614,0.00295,0.00485,0.0001,0
0.0616,0.00295,0.00495,0.0001,100
0.0636,0.00205,0.00495,0.0001,0
0.0636,0.00105,5e-05,0.0001,100
0.0656,0.00105,0.00095,0.0001,0
0.0658,0.00115,0.00095,0.0001,100
0.0678,0.00115,5e-05,0.0001,0
0.068,0.00125,5e-05,0.0001,100
0.07,0.00125,0.00095,0.0001,0
0.0702,0.00135,0.00095,0.0001,100
0.0722,0.00135,5e-05,0.0001,0
0.0724,0.00145,5e-05,0.0001,100
0.0744,0.00145,0.00095,0.0001,0
0.0746,0.00155,0.00095,0.0001,100
0.0766,0.00155,5e-05,0.0001,0
0.0768,0.00165,5e-05,0.0001,100
0.0788,0.00165,0.00095,0.0001,0
0.079,0.00175,0.00095,0.0001,100
0.081,0.00175,5e-05,0.0001,0
0.0812,0.00185,5e-05,0.0001,100
0.0832,0.00185,0.00095,0.0001,0
0.0834,0.00195,0.00095,0.0001,100
0.0854,0.00195,5e-05,0.0001,0
0.0854,0.00305,5e-05,0.0001,100
0.0874,0.00305,0.00095,0.0001,0
0.0876,0.00315,0.00095,0.0001,100
0.0896,0.00315,5e-05,0.0001,0
0.0898,0.00325,5e-05,0.0001,100
0.0918,0.00325,0.00095,0.0001,0
0.092,0.00335,0.00095,0.0001,100
0.094,0.00335,5e-05,0.0001,0
0.0942,0.00345,5e-05,0.0001,100
0.0962,0.00345,0.00095,0.0001,0
0.0964,0.00355,0.00095,0.0001,100
0.0984,0.00355,5e-05,0.0001,0
0.0986,0.00365,5e-05,0.0001,100
0.1006,0.00365,0.00095,0.0001,0
0.1008,0.00375,0.00095,0.0001,100
0.1028,0.00375,5e-05,0.0001,0
0.103,0.00385,5e-05,0.0001,100
0.105,0.00385,0.00095,0.0001,0
0.1052,0.00395,0.00095,0.0001,100
0.1072,0.00395,5e-05,0.0001,0
0.1072,0.00105,0.00105,0.0001,100
0.1092,0.00195,0.00105,0.0001,0
0.1094,0.00195,0.00115,0.0001,100
0.1114,0.00105,0.00115,0.0001,0
0.1116,0.00105,0.00125,0.0001,100
0.1136,0.00195,0.00125,0.0001,0
0.1138,0.00195,0.00135,0.0001,100
0.1158,0.00105,0.00135,0.0001,0
0.116,0.00105,0.00145,0.0001,100
0.118,0.00195,0.00145,0.0001,0
0.1182,0.00195,0.00155,0.0001,100
0.1202,0.00105,0.00155,0.0001,0
0.1204,0.00105,0.00165,0.0001,100
0.1224,0.00195,0.00165,0.0001,0
0.1226,0.00195,0.00175,0.0001,100
0.1246,0.00105,0.00175,0.0001,0
0.1248,0.00105,0.00185,0.0001,100
0.1268,0.00195,0.00185,0.0001,0
0.127,0.00195,0.00195,0.0001,100
0.129,0.00105,0.00195,0.0001,0
0.129,5e-05,0.00105,0.0001,100
0.131,5e-05,0.00195,0.0001,0
0.1312,0.00015,0.00195,0.0001,100
0.1332,0.00015,0.00105,0.0001,0
0.1334,0.00025,0.00105,0.0001,100
0.1354,0.00025,0.00195,0.0001,0
0.1356,0.00035,0.00195,0.0001,100
0.1376,0.00035,0.00105,0.0001,0
0.1378,0.00045,0.00105,0.0001,100
0.1398,0.00045,0.00195,0.0001,0
0.14,0.00055,0.00195,0.0001,100
0.142,0.00055,0.00105,0.0001,0
0.1422,0.00065,0.00105,0.0001,100
0.1442,0.00065,0.00195,0.0001,0
0.1444,0.00075,0.00195,0.0001,100
0.1464,0.00075,0.00105,0.0001,0
0.1466,0.00085,0.00105,0.0001,100
0.1486,0.00085,0.00195,0.0001,0
0.1488,0.00095,0.00195,0.0001,100
0.1508,0.00095,0.00105,0.0001,0
0.1508,0.00405,0.00305,0.0001,100
0.1528,0.00405,0.00395,0.0001,0
0.153,0.00415,0.00395,0.0001,100
0.155,0.00415,0.00305,0.0001,0
0.1552,0.00425,0.00305,0.0001,100
0.1572,0.00425,0.00395,0.0001,0
0.1574,0.00435,0.00395,0.0001,100
0.1594,0.00435,0.00305,0.0001,0
0.1596,0.00445,0.00305,0.0001,100
0.1616,0.00445,0.00395,0.0001,0
0.1618,0.00455,0.00395,0.0001,100
0.1638,0.00455,0.00305,0.0001,0
0.164,0.00465,0.00305,0.0001,100
0.166,0.00465,0.00395,0.0001,0
0.1662,0.00475,0.00395,0.0001,100
0.1682,0.00475,0.00305,0.0001,0
0.1684,0.00485,0.00305,0.0001,100
0.1704,0.00485,0.00395,0.0001,0
0.1706,0.00495,0.00395,0.0001,100
0.1726,0.00495,0.00305,0.0001,0
0.1726,5e-05,5e-05,0.0001,100
0.1746,0.00095,5e-05,0.0001,0
0.1748,0.00095,0.00015,0.0001,100
0.1768,5e-05,0.00015,0.0001,0
0.177,5e-05,0.00025,0.0001,100
0.179,0.00095,0.00025,0.0001,0
0.1792,0.00095,0.00035,0.0001,100
0.1812,5e-05,0.00035,0.0001,0
0.1814,5e-05,0.00045,0.0001,100
0.1834,0.00095,0.00045,0.0001,0
0.1836,0.00095,0.00055,0.0001,100
0.1856,5e-05,0.00055,0.0001,0
0.1858,5e-05,0.00065,0.0001,100
0.1878,0.00095,0.00065,0.0001,0
0.188,0.00095,0.00075,0.0001,100
0.19,5e-05,0.00075,0.0001,0
0.1902,5e-05,0.00085,0.0001,100
0.1922,0.00095,0.00085,0.0001,0
